Grapheme	IPA	Frequency
a$	a	65
a	a	37
r	r	23
e	e	22
m	m	14
u	u	12
n	n	12
i	i	8
^ħ	ħ	7
^m	m	7
^k	k	6
^kˤ	kˤ	6
^e	e	6
l	l	6
ʃ	ʃ	6
^ʃ	ʃ	6
^r	r	5
^n	n	5
^a	a	5
th	tʰ	5
ʕ	ʕ	4
^d	d	4
dh	dh	4
ħ	ħ	4
bh	bh	4
^s	s	4
^i	i	4
l$	l	3
tˤ	tˤ	3
kh	kʰ	3
y	y	3
kˤ	kˤ	3
^b	b	3
^tˤ	tˤ	3
^l	l	3
n$	n	3
s	s	2
bb	bb	2
th$	tʰ	2
^u	u	2
^g	g	2
dh$	dh	2
p	p	2
r:	rː	2
b	b	2
^y	y	2
^p	p	2
gh	gh	2
bh$	bh	2
b:	bː	2
k	k	2
r$	r	2
^z	z	2
^t	t	2
n:	nː	2
ñ	ɲ	2
ʔ$	ʔ	1
f	f	1
h$	h	1
^ʂ	ʂ	1
pp	pp	1
k:	kː	1
l:	lː	1
t	t	1
y$	y	1
s$	s	1
ħ$	ħ	1
ɛ	ɛ	1
ăh	ă h	1
d	d	1
h	h	1
^sˤ	sˤ	1
e$	e	1
z	z	1
u$	u	1
kh$	kʰ	1
o	o	1
m$	m	1
kk	kk	1
ph	pʰ	1
ʃ:$	ʃː	1
^ă	ă	1
t$	t	1
ĕ	ĕ	1
ỹ	ỹ	1
m:	mː	1
y:	yː	1
w	w	1
^ĭ	ĭ	1
t:	tː	1
