ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Mesqan-2_ashes-1,,Mesqan,2_ashes,aməd,aməd,a m ə d,,Bender1971;Kitchen2009,,,^ a m ə d $,Mesqan
Innemor-2_ashes-1,,Innemor,2_ashes,amɛnd,amɛnd,a m ɛ n d,,Bender1971;Kitchen2009,,,^ a m ɛ n d $,Innemor
Mesmes-2_ashes-1,,Mesmes,2_ashes,hawɛnda,hawɛnda,h a w ɛ n d a,,Bender1971;Kitchen2009,,,^ h a w ɛ n d a $,Mesmes
Geto-2_ashes-1,,Geto,2_ashes,amɛd,amɛd,a m ɛ d,,Bender1971;Kitchen2009,,,^ a m ɛ d $,Geto
Chaha-2_ashes-1,,Chaha,2_ashes,amɛd,amɛd,a m ɛ d,,Bender1971;Kitchen2009,,,^ a m ɛ d $,Chaha
Hebrew-2_ashes-1,,Hebrew,2_ashes,ʔe:ɸer,ʔe:ɸer,ʔ eː ɸ e r,,Kitchen2009;Rabin1975,,,^ ʔ e: ɸ e r $,Hebrew
Ugaritic-2_ashes-1,,Ugaritic,2_ashes,ʕmr,ʕmr,ʕ m r,,Kitchen2009;Rabin1975,,,^ ʕ m r $,Ugaritic
Aramaic-2_ashes-1,,Aramaic,2_ashes,k'et'ma/rmu:ʕa:,kˤetˤma,kˤ e tˤ m a,,Kitchen2009;Rabin1975,,,^ kˤ e tˤ m a $,Aramaic
Aramaic-2_ashes-2,,Aramaic,2_ashes,k'et'ma/rmu:ʕa:,rmu:ʕa:,r m uː ʕ aː,,Kitchen2009;Rabin1975,,,^ r m u: ʕ a: $,Aramaic
Akkadian-2_ashes-1,,Akkadian,2_ashes,tumru/dikme:nu,tumru,t u m r u,,Kitchen2009;Rabin1975,,,^ t u m r u $,Akkadian
Akkadian-2_ashes-2,,Akkadian,2_ashes,tumru/dikme:nu,dikme:nu,d i k m eː n u,,Kitchen2009;Rabin1975,,,^ d i k m e: n u $,Akkadian
Mehri-2_ashes-1,,Mehri,2_ashes,rɛme:d,rɛme:d,r ɛ m eː d,,Johnstone2006;Kitchen2009,,,^ r ɛ m e: d $,Mehri
Gibbali-2_ashes-1,,Gibbali,2_ashes,rĩd,rid,r i d,,Johnstone1981;Kitchen2009,,,^ r i d $,Gibbali
Soqotri-2_ashes-1,,Soqotri,2_ashes,riimid,riimid,r i i m i d,,Kitchen2009;Leslau1938,,,^ r i i m i d $,Soqotri
Harsusi-2_ashes-1,,Harsusi,2_ashes,remed,remed,r e m e d,,Johnstone1977;Kitchen2009,,,^ r e m e d $,Harsusi
MoroccanArabic-2_ashes-1,,MoroccanArabic,2_ashes,rmad',rmadˤ,r m a dˤ,,Kitchen2009;Sobelman1963,,,^ r m a dˤ $,MoroccanArabic
OgadenArabic-2_ashes-1,,OgadenArabic,2_ashes,rama:d,rama:d,r a m aː d,,Bender1971;Kitchen2009,,,^ r a m a: d $,OgadenArabic
Geez-3_barktree-1,,Geez,3_barktree,lɨhɨs',lɨhɨsˤ,l ɨ h ɨ sˤ,,Bender1971;Kitchen2009,,,^ l ɨ h ɨ sˤ $,Geez
Tigre-3_barktree-1,,Tigre,3_barktree,k'araf,kˤaraf,kˤ a r a f,,Bender1971;Kitchen2009,,,^ kˤ a r a f $,Tigre
Tigrinya-3_barktree-1,,Tigrinya,3_barktree,lɨħs'i,lɨħsˤi,l ɨ ħ sˤ i,,Bender1971;Kitchen2009,,,^ l ɨ ħ sˤ i $,Tigrinya
Amharic-3_barktree-1,,Amharic,3_barktree,lɨt',lɨtˤ,l ɨ tˤ,,Bender1971;Kitchen2009,,,^ l ɨ tˤ $,Amharic
Argobba-3_barktree-1,,Argobba,3_barktree,lit'ɔ,litˤɔ,l i tˤ ɔ,,Bender1971;Kitchen2009,,,^ l i tˤ ɔ $,Argobba
Harari-3_barktree-1,,Harari,3_barktree,lit',litˤ,l i tˤ,,Bender1971;Kitchen2009,,,^ l i tˤ $,Harari
Zway-3_barktree-1,,Zway,3_barktree,k'ɛ:nc'e,kˤɛ:ncˤe,kˤ ɛː n cˤ e,,Bender1971;Kitchen2009,,,^ kˤ ɛ: n cˤ e $,Zway
Walani-3_barktree-1,,Walani,3_barktree,bossɛ,bossɛ,b o s s ɛ,,Bender1971;Kitchen2009,,,^ b o s s ɛ $,Walani
Soddo-3_barktree-1,,Soddo,3_barktree,k'ərfit,kˤərfit,kˤ ə r f i t,,Bender1971;Kitchen2009,,,^ kˤ ə r f i t $,Soddo
Mesqan-3_barktree-1,,Mesqan,3_barktree,milɛc'ɛ,milɛcˤɛ,m i l ɛ cˤ ɛ,,Bender1971;Kitchen2009,,,^ m i l ɛ cˤ ɛ $,Mesqan
Innemor-3_barktree-1,,Innemor,3_barktree,xa:ra,χa:ra,χ aː r a,,Bender1971;Kitchen2009,,,^ χ a: r a $,Innemor
Mesmes-3_barktree-1,,Mesmes,3_barktree,ha:nna,ha:nna,h aː n n a,,Bender1971;Kitchen2009,,,^ h a: n n a $,Mesmes
Geto-3_barktree-1,,Geto,3_barktree,xara,χara,χ a r a,,Bender1971;Kitchen2009,,,^ χ a r a $,Geto
Chaha-3_barktree-1,,Chaha,3_barktree,xara,χara,χ a r a,,Bender1971;Kitchen2009,,,^ χ a r a $,Chaha
Hebrew-3_barktree-1,,Hebrew,3_barktree,k'elippah,kˤelippah,kˤ e l i p p a h,,Kitchen2009;Rabin1975,,,^ kˤ e l i p p a h $,Hebrew
Aramaic-3_barktree-1,,Aramaic,3_barktree,k'laɸθa:,kˤlaɸθa:,kˤ l a ɸ θ aː,,Kitchen2009;Rabin1975,,,^ kˤ l a ɸ θ a: $,Aramaic
Akkadian-3_barktree-1,,Akkadian,3_barktree,k'ulpu,kˤulpu,kˤ u l p u,,Kitchen2009;Rabin1975,,,^ kˤ u l p u $,Akkadian
Mehri-3_barktree-1,,Mehri,3_barktree,k'ɛle:fo:t,kˤɛle:fo:t,kˤ ɛ l eː f oː t,,Johnstone2006;Kitchen2009,,,^ kˤ ɛ l e: f o: t $,Mehri
Gibbali-3_barktree-1,,Gibbali,3_barktree,k'aɬor,kˤaɬor,kˤ a ɬ o r,,Johnstone1981;Kitchen2009,,,^ kˤ a ɬ o r $,Gibbali
Soqotri-3_barktree-1,,Soqotri,3_barktree,k'alifoh,kˤalifoh,kˤ a l i f o h,,Kitchen2009;Leslau1938,,,^ kˤ a l i f o h $,Soqotri
Harsusi-3_barktree-1,,Harsusi,3_barktree,k'elfe:t/k'eɬir,kˤelfe:t,kˤ e l f eː t,,Johnstone1977;Kitchen2009,,,^ kˤ e l f e: t $,Harsusi
Harsusi-3_barktree-2,,Harsusi,3_barktree,k'elfe:t/k'eɬir,kˤeɬir,kˤ e ɬ i r,,Johnstone1977;Kitchen2009,,,^ kˤ e ɬ i r $,Harsusi
MoroccanArabic-3_barktree-1,,MoroccanArabic,3_barktree,k'eʃra,kˤeʃra,kˤ e ʃ r a,,Kitchen2009;Sobelman1963,,,^ kˤ e ʃ r a $,MoroccanArabic
OgadenArabic-3_barktree-1,,OgadenArabic,3_barktree,jaza9,ʒazaʕ,ʒ a z a ʕ,,Bender1971;Kitchen2009,,,^ ʒ a z a ʕ $,OgadenArabic
Geez-4_belly-1,,Geez,4_belly,7ɨngɨdɛ7a,ʔɨngɨdɛʔa,ʔ ɨ n g ɨ d ɛ ʔ a,,Bender1971;Kitchen2009,,,^ ʔ ɨ n g ɨ d ɛ ʔ a $,Geez
Tigre-4_belly-1,,Tigre,4_belly,kabɨd,kabɨd,k a b ɨ d,,Bender1971;Kitchen2009,,,^ k a b ɨ d $,Tigre
Tigrinya-4_belly-1,,Tigrinya,4_belly,kɛbdi,kɛbdi,k ɛ b d i,,Bender1971;Kitchen2009,,,^ k ɛ b d i $,Tigrinya
Amharic-4_belly-1,,Amharic,4_belly,hod,hod,h o d,,Bender1971;Kitchen2009,,,^ h o d $,Amharic
Argobba-4_belly-1,,Argobba,4_belly,kɛrs,kɛrs,k ɛ r s,,Bender1971;Kitchen2009,,,^ k ɛ r s $,Argobba
Harari-4_belly-1,,Harari,4_belly,k'ɛrfit,kˤɛrfit,kˤ ɛ r f i t,,Bender1971;Kitchen2009,,,^ kˤ ɛ r f i t $,Harari
Zway-4_belly-1,,Zway,4_belly,dɛ:l,dɛ:l,d ɛː l,,Bender1971;Kitchen2009,,,^ d ɛ: l $,Zway
Walani-4_belly-1,,Walani,4_belly,dɛl,dɛl,d ɛ l,,Bender1971;Kitchen2009,,,^ d ɛ l $,Walani
Gafat-4_belly-1,,Gafat,4_belly,ɨrsɛ,ɨrsɛ,ɨ r s ɛ,,Bender1971;Kitchen2009,,,^ ɨ r s ɛ $,Gafat
Soddo-4_belly-1,,Soddo,4_belly,kərs,kərs,k ə r s,,Bender1971;Kitchen2009,,,^ k ə r s $,Soddo
Mesqan-4_belly-1,,Mesqan,4_belly,dən,dən,d ə n,,Bender1971;Kitchen2009,,,^ d ə n $,Mesqan
Innemor-4_belly-1,,Innemor,4_belly,kɛs,kɛs,k ɛ s,,Bender1971;Kitchen2009,,,^ k ɛ s $,Innemor
Mesmes-4_belly-1,,Mesmes,4_belly,kɔssa,kɔssa,k ɔ s s a,,Bender1971;Kitchen2009,,,^ k ɔ s s a $,Mesmes
Geto-4_belly-1,,Geto,4_belly,dɛn,dɛn,d ɛ n,,Bender1971;Kitchen2009,,,^ d ɛ n $,Geto
Chaha-4_belly-1,,Chaha,4_belly,dɛn,dɛn,d ɛ n,,Bender1971;Kitchen2009,,,^ d ɛ n $,Chaha
Hebrew-4_belly-1,,Hebrew,4_belly,bet'en,betˤen,b e tˤ e n,,Kitchen2009;Rabin1975,,,^ b e tˤ e n $,Hebrew
Ugaritic-4_belly-1,,Ugaritic,4_belly,kbd,kbd,k b d,,Kitchen2009;Rabin1975,,,^ k b d $,Ugaritic
Aramaic-4_belly-1,,Aramaic,4_belly,karsa:,karsa:,k a r s aː,,Kitchen2009;Rabin1975,,,^ k a r s a: $,Aramaic
Akkadian-4_belly-1,,Akkadian,4_belly,karʃa,karʃa,k a r ʃ a,,Kitchen2009;Rabin1975,,,^ k a r ʃ a $,Akkadian
Mehri-4_belly-1,,Mehri,4_belly,ho:fɛl,ho:fɛl,h oː f ɛ l,,Johnstone2006;Kitchen2009,,,^ h o: f ɛ l $,Mehri
Gibbali-4_belly-1,,Gibbali,4_belly,šɔfɛl,ʃɔfɛl,ʃ ɔ f ɛ l,,Johnstone1981;Kitchen2009,,,^ ʃ ɔ f ɛ l $,Gibbali
Soqotri-4_belly-1,,Soqotri,4_belly,mer,mer,m e r,,Kitchen2009;Leslau1938,,,^ m e r $,Soqotri
Harsusi-4_belly-1,,Harsusi,4_belly,hofel,hofel,h o f e l,,Johnstone1977;Kitchen2009,,,^ h o f e l $,Harsusi
MoroccanArabic-4_belly-1,,MoroccanArabic,4_belly,kerʃ,kerʃ,k e r ʃ,,Kitchen2009;Sobelman1963,,,^ k e r ʃ $,MoroccanArabic
OgadenArabic-4_belly-1,,OgadenArabic,4_belly,bat'in,batˤin,b a tˤ i n,,Bender1971;Kitchen2009,,,^ b a tˤ i n $,OgadenArabic
Geez-5_big-1,,Geez,5_big,9abiyy,ʕabijj,ʕ a b i j j,,Bender1971;Kitchen2009,,,^ ʕ a b i j j $,Geez
Tigre-5_big-1,,Tigre,5_big,9abi,ʕabi,ʕ a b i,,Bender1971;Kitchen2009,,,^ ʕ a b i $,Tigre
Tigrinya-5_big-1,,Tigrinya,5_big,9abiyyi,ʕabijji,ʕ a b i j j i,,Bender1971;Kitchen2009,,,^ ʕ a b i j j i $,Tigrinya
Amharic-5_big-1,,Amharic,5_big,tɨllɨk',tɨllɨkˤ,t ɨ l l ɨ kˤ,,Bender1971;Kitchen2009,,,^ t ɨ l l ɨ kˤ $,Amharic
Argobba-5_big-1,,Argobba,5_big,nɛham,nɛham,n ɛ h a m,,Bender1971;Kitchen2009,,,^ n ɛ h a m $,Argobba
Harari-5_big-1,,Harari,5_big,gidi:r,gidi:r,g i d iː r,,Bender1971;Kitchen2009,,,^ g i d i: r $,Harari
Zway-5_big-1,,Zway,5_big,gɪ:di:r,gɪ:di:r,g ɪː d iː r,,Bender1971;Kitchen2009,,,^ g ɪ: d i: r $,Zway
Walani-5_big-1,,Walani,5_big,egədɛrɛ,egədɛrɛ,e g ə d ɛ r ɛ,,Bender1971;Kitchen2009,,,^ e g ə d ɛ r ɛ $,Walani
Gafat-5_big-1,,Gafat,5_big,ɨmmunɛ,ɨmmunɛ,ɨ m m u n ɛ,,Bender1971;Kitchen2009,,,^ ɨ m m u n ɛ $,Gafat
Soddo-5_big-1,,Soddo,5_big,ma:lɛk',ma:lɛkˤ,m aː l ɛ kˤ,,Bender1971;Kitchen2009,,,^ m a: l ɛ kˤ $,Soddo
Mesqan-5_big-1,,Mesqan,5_big,wɛdɛl,wɛdɛl,w ɛ d ɛ l,,Bender1971;Kitchen2009,,,^ w ɛ d ɛ l $,Mesqan
Innemor-5_big-1,,Innemor,5_big,nu7,nuʔ,n u ʔ,,Bender1971;Kitchen2009,,,^ n u ʔ $,Innemor
Mesmes-5_big-1,,Mesmes,5_big,k'ɔk'ɔ,kˤɔkˤɔ,kˤ ɔ kˤ ɔ,,Bender1971;Kitchen2009,,,^ kˤ ɔ kˤ ɔ $,Mesmes
Geto-5_big-1,,Geto,5_big,nɨk,nɨk,n ɨ k,,Bender1971;Kitchen2009,,,^ n ɨ k $,Geto
Chaha-5_big-1,,Chaha,5_big,nɨk,nɨk,n ɨ k,,Bender1971;Kitchen2009,,,^ n ɨ k $,Chaha
Hebrew-5_big-1,,Hebrew,5_big,gaðol,gaðol,g a ð o l,,Kitchen2009;Rabin1975,,,^ g a ð o l $,Hebrew
Ugaritic-5_big-1,,Ugaritic,5_big,gdl/rb/mid,gdl,g d l,,Kitchen2009;Rabin1975,,,^ g d l $,Ugaritic
Ugaritic-5_big-2,,Ugaritic,5_big,gdl/rb/mid,rb,r b,,Kitchen2009;Rabin1975,,,^ r b $,Ugaritic
Ugaritic-5_big-3,,Ugaritic,5_big,gdl/rb/mid,mid,m i d,,Kitchen2009;Rabin1975,,,^ m i d $,Ugaritic
Aramaic-5_big-1,,Aramaic,5_big,rabba:,rabba:,r a b b aː,,Kitchen2009;Rabin1975,,,^ r a b b a: $,Aramaic
Akkadian-5_big-1,,Akkadian,5_big,rabu/maʔdu,rabu,r a b u,,Kitchen2009;Rabin1975,,,^ r a b u $,Akkadian
Akkadian-5_big-2,,Akkadian,5_big,rabu/maʔdu,maʔdu,m a ʔ d u,,Kitchen2009;Rabin1975,,,^ m a ʔ d u $,Akkadian
Mehri-5_big-1,,Mehri,5_big,ɬo:x,ɬo:χ,ɬ oː χ,,Johnstone2006;Kitchen2009,,,^ ɬ o: χ $,Mehri
Gibbali-5_big-1,,Gibbali,5_big,ʔib,ʔib,ʔ i b,,Johnstone1981;Kitchen2009,,,^ ʔ i b $,Gibbali
Soqotri-5_big-1,,Soqotri,5_big,ʕiik'er,ʕiikˤer,ʕ i i kˤ e r,,Kitchen2009;Leslau1938,,,^ ʕ i i kˤ e r $,Soqotri
Harsusi-5_big-1,,Harsusi,5_big,nob/ɬox,nob,n o b,,Johnstone1977;Kitchen2009,,,^ n o b $,Harsusi
Harsusi-5_big-2,,Harsusi,5_big,nob/ɬox,ɬoχ,ɬ o χ,,Johnstone1977;Kitchen2009,,,^ ɬ o χ $,Harsusi
MoroccanArabic-5_big-1,,MoroccanArabic,5_big,kbir,kbir,k b i r,,Kitchen2009;Sobelman1963,,,^ k b i r $,MoroccanArabic
OgadenArabic-5_big-1,,OgadenArabic,5_big,kabi:r,kabi:r,k a b iː r,,Bender1971;Kitchen2009,,,^ k a b i: r $,OgadenArabic
Geez-6_bird-1,,Geez,6_bird,9of,ʕof,ʕ o f,,Bender1971;Kitchen2009,,,^ ʕ o f $,Geez
Tigre-6_bird-1,,Tigre,6_bird,sare:rat,sare:rat,s a r eː r a t,,Bender1971;Kitchen2009,,,^ s a r e: r a t $,Tigre
Tigrinya-6_bird-1,,Tigrinya,6_bird,9uf,ʕuf,ʕ u f,,Bender1971;Kitchen2009,,,^ ʕ u f $,Tigrinya
Amharic-6_bird-1,,Amharic,6_bird,wɛf,wɛf,w ɛ f,,Bender1971;Kitchen2009,,,^ w ɛ f $,Amharic
Argobba-6_bird-1,,Argobba,6_bird,(w)ɔf,ɔf,ɔ f,,Bender1971;Kitchen2009,,,^ ɔ f $,Argobba
Harari-6_bird-1,,Harari,6_bird,7u:f,ʔu:f,ʔ uː f,,Bender1971;Kitchen2009,,,^ ʔ u: f $,Harari
Zway-6_bird-1,,Zway,6_bird,ɔ:mf,ɔ:mf,ɔː m f,,Bender1971;Kitchen2009,,,^ ɔ: m f $,Zway
Walani-6_bird-1,,Walani,6_bird,unf,unf,u n f,,Bender1971;Kitchen2009,,,^ u n f $,Walani
Gafat-6_bird-1,,Gafat,6_bird,yɨfʷɛ,jɨfʷɛ,j ɨ fʷ ɛ,,Bender1971;Kitchen2009,,,^ j ɨ fʷ ɛ $,Gafat
Soddo-6_bird-1,,Soddo,6_bird,wɔf,wɔf,w ɔ f,,Bender1971;Kitchen2009,,,^ w ɔ f $,Soddo
Mesqan-6_bird-1,,Mesqan,6_bird,af,af,a f,,Bender1971;Kitchen2009,,,^ a f $,Mesqan
Innemor-6_bird-1,,Innemor,6_bird,anfw,anfw,a n f w,,Bender1971;Kitchen2009,,,^ a n f w $,Innemor
Mesmes-6_bird-1,,Mesmes,6_bird,ɔ:nfa,ɔ:nfa,ɔː n f a,,Bender1971;Kitchen2009,,,^ ɔ: n f a $,Mesmes
Geto-6_bird-1,,Geto,6_bird,anfw,anfw,a n f w,,Bender1971;Kitchen2009,,,^ a n f w $,Geto
Chaha-6_bird-1,,Chaha,6_bird,anfw,anfw,a n f w,,Bender1971;Kitchen2009,,,^ a n f w $,Chaha
Hebrew-6_bird-1,,Hebrew,6_bird,s'ippor,sˤippor,sˤ i p p o r,,Kitchen2009;Rabin1975,,,^ sˤ i p p o r $,Hebrew
Ugaritic-6_bird-1,,Ugaritic,6_bird,ʕs'r,ʕsˤr,ʕ sˤ r,,Kitchen2009;Rabin1975,,,^ ʕ sˤ r $,Ugaritic
Aramaic-6_bird-1,,Aramaic,6_bird,s'eppra,sˤeppra,sˤ e p p r a,,Kitchen2009;Rabin1975,,,^ sˤ e p p r a $,Aramaic
Akkadian-6_bird-1,,Akkadian,6_bird,is's'uru,isˤsˤuru,i sˤ sˤ u r u,,Kitchen2009;Rabin1975,,,^ i sˤ sˤ u r u $,Akkadian
Mehri-6_bird-1,,Mehri,6_bird,t'eyriit,tˤejriit,tˤ e j r i i t,,Johnstone2006;Kitchen2009,,,^ tˤ e j r i i t $,Mehri
Gibbali-6_bird-1,,Gibbali,6_bird,ʕes'ferɔt,ʕesˤferɔt,ʕ e sˤ f e r ɔ t,,Johnstone1981;Kitchen2009,,,^ ʕ e sˤ f e r ɔ t $,Gibbali
Soqotri-6_bird-1,,Soqotri,6_bird,ʔes'feeroh,ʔesˤfeeroh,ʔ e sˤ f e e r o h,,Kitchen2009;Leslau1938,,,^ ʔ e sˤ f e e r o h $,Soqotri
Harsusi-6_bird-1,,Harsusi,6_bird,sweħħer,sweħħer,s w e ħ ħ e r,,Johnstone1977;Kitchen2009,,,^ s w e ħ ħ e r $,Harsusi
MoroccanArabic-6_bird-1,,MoroccanArabic,6_bird,t'ir,tˤir,tˤ i r,,Kitchen2009;Sobelman1963,,,^ tˤ i r $,MoroccanArabic
OgadenArabic-6_bird-1,,OgadenArabic,6_bird,t'ayr,tˤajr,tˤ a j r,,Bender1971;Kitchen2009,,,^ tˤ a j r $,OgadenArabic
Geez-7_bitev-1,,Geez,7_bitev,nɛkkɛsɛ,nɛkkɛsɛ,n ɛ k k ɛ s ɛ,,Bender1971;Kitchen2009,,,^ n ɛ k k ɛ s ɛ $,Geez
Tigre-7_bitev-1,,Tigre,7_bitev,nakša,nakʃa,n a k ʃ a,,Bender1971;Kitchen2009,,,^ n a k ʃ a $,Tigre
Tigrinya-7_bitev-1,,Tigrinya,7_bitev,nɛxəse,nɛχəse,n ɛ χ ə s e,,Bender1971;Kitchen2009,,,^ n ɛ χ ə s e $,Tigrinya
Amharic-7_bitev-1,,Amharic,7_bitev,nɛkkɛsɛ,nɛkkɛsɛ,n ɛ k k ɛ s ɛ,,Bender1971;Kitchen2009,,,^ n ɛ k k ɛ s ɛ $,Amharic
Argobba-7_bitev-1,,Argobba,7_bitev,nɛkkɛse,nɛkkɛse,n ɛ k k ɛ s e,,Bender1971;Kitchen2009,,,^ n ɛ k k ɛ s e $,Argobba
Harari-7_bitev-1,,Harari,7_bitev,nɛxɛsɛ,nɛχɛsɛ,n ɛ χ ɛ s ɛ,,Bender1971;Kitchen2009,,,^ n ɛ χ ɛ s ɛ $,Harari
Zway-7_bitev-1,,Zway,7_bitev,nɛkkɛse,nɛkkɛse,n ɛ k k ɛ s e,,Bender1971;Kitchen2009,,,^ n ɛ k k ɛ s e $,Zway
Gafat-7_bitev-1,,Gafat,7_bitev,nɛkkɛsɛ,nɛkkɛsɛ,n ɛ k k ɛ s ɛ,,Bender1971;Kitchen2009,,,^ n ɛ k k ɛ s ɛ $,Gafat
Soddo-7_bitev-1,,Soddo,7_bitev,nɛkkɛsɛ+m,nɛkkɛsɛ+m,n ɛ k k ɛ s ɛ + m,,Bender1971;Kitchen2009,,,^ n ɛ k k ɛ s ɛ + m $,Soddo
Mesqan-7_bitev-1,,Mesqan,7_bitev,nɛkəsɛ,nɛkəsɛ,n ɛ k ə s ɛ,,Bender1971;Kitchen2009,,,^ n ɛ k ə s ɛ $,Mesqan
Innemor-7_bitev-1,,Innemor,7_bitev,nɛkɛsɛ,nɛkɛsɛ,n ɛ k ɛ s ɛ,,Bender1971;Kitchen2009,,,^ n ɛ k ɛ s ɛ $,Innemor
Mesmes-7_bitev-1,,Mesmes,7_bitev,nakɔ+se,nakɔ+se,n a k ɔ + s e,,Bender1971;Kitchen2009,,,^ n a k ɔ + s e $,Mesmes
